Date,High,Low,Open,Close,Volume,Adj Close
2006-01-03,129.44000244140625,124.2300033569336,126.69999694824219,128.8699951171875,6188700.0,106.90673065185547
2006-01-04,128.91000366210938,126.37999725341797,127.3499984741211,127.08999633789062,4861600.0,105.43009185791016
2006-01-05,127.31999969482422,125.61000061035156,126.0,127.04000091552734,3717400.0,105.38861083984375
2006-01-06,129.25,127.29000091552734,127.29000091552734,128.83999633789062,4319600.0,106.88179016113281
2006-01-09,130.6199951171875,128.0,128.5,130.38999938964844,4723500.0,108.16769409179688
2006-01-10,132.9499969482422,130.02000427246094,130.0500030517578,132.02999877929688,5536800.0,109.52814483642578
2006-01-11,133.8000030517578,131.4199981689453,131.4499969482422,131.97000122070312,4671400.0,109.47840118408203
2006-01-12,133.2100067138672,131.3800048828125,131.39999389648438,132.25,3725500.0,109.71068572998047
2006-01-13,133.66000366210938,131.89999389648438,132.02000427246094,133.25999450683594,2894900.0,110.54853057861328
2006-01-17,133.1300048828125,130.58999633789062,131.0,132.58999633789062,3621600.0,109.9926986694336
2006-01-18,132.67999267578125,131.00999450683594,131.05999755859375,132.3699951171875,4302700.0,109.81024169921875
2006-01-19,134.82000732421875,132.7100067138672,132.72000122070312,133.82000732421875,5010700.0,111.0130844116211
2006-01-20,134.05999755859375,131.25,132.85000610351562,131.44000244140625,5679900.0,109.24279022216797
2006-01-23,134.17999267578125,131.63999938964844,131.63999938964844,132.8699951171875,3847900.0,110.43134307861328
2006-01-24,134.08999633789062,132.33999633789062,132.6300048828125,133.0,3758000.0,110.53936767578125
2006-01-25,134.0399932861328,132.4600067138672,133.64999389648438,133.55999755859375,3740500.0,111.00480651855469
2006-01-26,138.36000061035156,133.00999450683594,133.00999450683594,137.39999389648438,4808200.0,114.19628143310547
2006-01-27,139.75,137.10000610351562,137.92999267578125,138.94000244140625,3687900.0,115.47623443603516
2006-01-30,140.63999938964844,138.7100067138672,139.5500030517578,139.8699951171875,3168600.0,116.2491683959961
2006-01-31,141.86000061035156,138.4499969482422,139.72999572753906,141.25,4906200.0,117.39613342285156
2006-02-01,142.9499969482422,140.42999267578125,141.39999389648438,141.7100067138672,3635900.0,117.77843475341797
2006-02-02,143.77000427246094,141.39999389648438,142.27000427246094,142.52000427246094,3711000.0,118.45166778564453
2006-02-03,143.1199951171875,140.6999969482422,141.5500030517578,142.74000549316406,4178900.0,118.63451385498047
2006-02-06,144.10000610351562,141.60000610351562,142.61000061035156,142.82000732421875,3849300.0,118.70098114013672
2006-02-07,143.30999755859375,139.47999572753906,142.35000610351562,139.47999572753906,5207700.0,115.92505645751953
2006-02-08,141.92999267578125,139.32000732421875,140.10000610351562,141.13999938964844,4481400.0,117.3046875
2006-02-09,142.85000610351562,140.49000549316406,141.13999938964844,140.85000610351562,3059500.0,117.06371307373047
2006-02-10,141.85000610351562,137.8000030517578,140.6699981689453,140.80999755859375,4433100.0,117.03043365478516
2006-02-13,141.8000030517578,139.14999389648438,139.64999389648438,139.64999389648438,2155200.0,116.06632995605469
2006-02-14,142.32000732421875,138.77000427246094,141.1999969482422,141.77999877929688,3003100.0,117.83660888671875
2006-02-15,145.5,141.39999389648438,142.0,145.13999938964844,4330700.0,120.6291732788086
2006-02-16,146.35000610351562,144.2100067138672,146.10000610351562,145.89999389648438,2847300.0,121.26084899902344
2006-02-17,146.22000122070312,144.05999755859375,146.19000244140625,145.5399932861328,2407200.0,120.961669921875
2006-02-21,145.75,143.00999450683594,145.55999755859375,143.4499969482422,2539800.0,119.22457122802734
2006-02-22,145.52999877929688,143.22999572753906,143.4499969482422,145.52999877929688,2664200.0,120.9533462524414
2006-02-23,145.61000061035156,143.7899932861328,145.61000061035156,143.9600067138672,2457400.0,119.64845275878906
2006-02-24,145.39999389648438,143.0500030517578,143.0500030517578,144.16000366210938,2314700.0,119.81468963623047
2006-02-27,145.25,143.33999633789062,144.80999755859375,143.82000732421875,2282200.0,119.5321044921875
2006-02-28,144.16000366210938,141.11000061035156,143.60000610351562,141.2899932861328,3911700.0,117.42941284179688
2006-03-01,143.74000549316406,141.55999755859375,141.97999572753906,143.14999389648438,2989900.0,118.97522735595703
2006-03-02,144.86000061035156,142.24000549316406,143.07000732421875,144.0,2902300.0,119.68172454833984
2006-03-03,147.47999572753906,143.10000610351562,143.5,146.0,4042700.0,121.34394836425781
2006-03-06,147.0800018310547,144.30999755859375,146.5399932861328,145.02000427246094,2900600.0,120.52947235107422
2006-03-07,144.4600067138672,143.1699981689453,144.3699951171875,144.27999877929688,2775400.0,119.9144287109375
2006-03-08,144.6699981689453,141.25999450683594,143.5500030517578,142.49000549316406,3633100.0,118.42669677734375
